ciudad,codigo,UE,A111A,H001A,J000A,A121A,Q000A,Q000B,A700A,A131A
01001,43,1649,29009.988,17014.0,2184.019,4041.069,8194.462,945.256,54822.056,24968.919
01001,431,352,19819.654,6951.0,955.938,2133.351,1434.257,149.015,34079.505,17686.303
01001,4311,322,11380.354,4602.0,723.783,1139.879,1325.775,139.607,14670.171,10240.475
01001,43111,44,506.968,618.0,68.291,81.857,105.132,10.503,1585.146,425.111
01001,43112,32,1040.648,488.0,72.85,218.934,372.358,40.773,1646.095,821.714
01001,431121,24,1015.503,431.0,67.125,214.429,355.475,39.425,1560.118,801.074
01001,431122,6,,,,,,,,
01001,43113,145,6924.574,1037.0,116.788,362.814,375.143,29.556,5322.081,6561.76
01001,43114,9,,,,,,,,
01001,43116,17,824.958,1071.0,210.207,167.478,108.316,13.976,1987.101,657.48
01001,43117,4,,,,,,,,
01001,4312,30,8439.3,2349.0,232.155,993.472,108.482,9.408,19409.334,7445.828
01001,43121,29,,,,,,,,
01001,431211,19,2798.453,1780.0,167.77,819.671,77.34,4.844,8490.234,1978.782
01001,433,80,763.674,664.0,72.097,196.597,111.324,18.741,1686.488,567.077
01001,4331,21,254.526,245.0,25.07,136.537,42.578,8.788,956.982,117.989
01001,46,17801,31309.667,62844.0,5428.203,7020.355,12050.085,880.996,77698.734,24289.312
01001,461,6932,7678.604,18324.0,781.574,1158.556,4088.225,206.94,14640.127,6520.048
01001,4611,6484,6515.107,16906.0,677.933,899.229,3987.001,197.742,11407.103,5615.878
01001,46111,3551,2048.232,8071.0,122.805,263.415,908.567,74.022,3281.289,1784.817
01001,46112,768,1615.799,2945.0,235.44,209.148,2236.932,47.224,3308.293,1406.651
01001,461121,584,1323.893,2450.0,207.45,159.541,2168.855,40.311,2875.65,1164.352
01001,461122,113,105.543,276.0,13.345,14.218,32.057,3.162,183.755,91.325
01001,46113,805,1710.831,2289.0,116.807,135.18,314.458,26.648,2452.967,1575.651
01001,46115,114,220.346,578.0,62.491,108.425,118.463,13.818,920.152,111.921
01001,4612,448,1163.497,1418.0,103.641,259.327,101.224,9.198,3233.024,904.17
01001,46121,430,,,,,,,,
01001,461213,52,,,,,,,,
01001,462,421,9130.477,8932.0,1536.422,1914.707,2380.017,197.282,19325.456,7215.77
01001,4621,401,,,,,,,,
01001,46211,401,,,,,,,,
01001,464,816,1457.124,4080.0,407.528,321.129,319.954,27.331,3188.772,1135.995
01001,4641,816,1457.124,4080.0,407.528,321.129,319.954,27.331,3188.772,1135.995
01001,46411,618,1316.178,3594.0,375.937,278.266,252.156,19.833,2992.204,1037.912
01001,467,1553,2497.223,5580.0,465.176,560.945,1155.579,114.3,5592.904,1936.278
01001,4671,1553,2497.223,5580.0,465.176,560.945,1155.579,114.3,5592.904,1936.278
01001,48-49,186,8884.786,15561.0,1328.392,3152.805,10456.105,1940.84,3404.918,5731.981
01001,485,30,1345.526,2904.0,535.45,798.428,1608.982,304.652,867.266,547.098
01001,4852,5,,,,,,,,
02002,31-33,2454,171967.327,113604.0,27068.147,92282.697,38100.489,2410.36,96698.049,79684.63
02002,311,703,28150.547,10580.0,1742.547,17257.705,5889.589,342.705,17747.408,10892.842
02002,3114,10,2048.156,3009.0,349.894,1324.514,219.717,14.439,1372.171,723.642
02002,3115,69,1567.516,782.0,113.363,971.38,85.329,13.819,1063.362,596.136
02002,31151,13,1475.694,605.0,102.72,909.491,65.602,12.096,998.827,566.203
02002,3116,7,,,,,,,,
02002,31161,7,,,,,,,,
02002,311612,2,,,,,,,,
02002,311613,3,,,,,,,,
02002,3118,580,8424.928,3495.0,510.053,3546.121,1373.243,124.083,3647.343,4878.807
02002,31181,337,7031.42,2256.0,377.075,2705.144,1145.365,106.335,2726.065,4326.276
02002,311811,1,,,,,,,,
02002,311812,205,380.568,894.0,71.466,224.051,81.534,6.941,228.008,156.517
02002,31183,241,,,,,,,,
02002,3119,25,3597.025,987.0,228.315,2432.37,1480.048,138.465,2505.636,1164.655
02002,31192,1,,,,,,,,
02002,312,275,3283.077,3593.0,1040.278,1693.642,1005.216,53.821,1784.081,1589.435
02002,3121,275,3283.077,3593.0,1040.278,1693.642,1005.216,53.821,1784.081,1589.435
02002,31211,265,3236.122,3526.0,1033.667,1667.456,978.616,51.291,1754.589,1568.666
02002,325,18,1525.206,1886.0,416.157,784.95,736.333,61.193,819.533,740.256
02002,3254,2,,,,,,,,
02002,327,86,8717.72,4174.0,1276.696,5909.772,4972.544,462.944,6315.966,2807.948
02002,3273,25,1931.279,831.0,247.039,922.163,209.761,23.56,968.767,1009.116
02002,3274,19,542.353,165.0,40.987,298.322,261.379,17.735,307.008,244.031
02002,331,20,6521.445,1622.0,312.741,3508.395,385.258,40.4,3591.669,3013.05
02002,3312,13,4434.724,1458.0,276.301,1602.183,272.828,30.401,1682.848,2832.541
02002,33122,9,,,,,,,,
02002,43,1189,25042.723,18297.0,2980.584,5206.29,11460.288,979.806,52941.784,19836.433
02002,431,189,8272.249,7730.0,1148.726,1803.299,1007.219,119.241,15696.811,6468.95
02002,4311,161,5316.41,6199.0,964.042,1210.169,867.53,111.631,10668.907,4106.241
02002,43111,36,784.817,2506.0,351.946,356.581,194.024,20.652,2122.804,428.236
02002,43112,24,,,,,,,,
02002,431121,14,,,,,,,,
02002,431122,4,,,,,,,,
02002,43113,53,651.229,934.0,107.346,148.297,122.193,16.483,1759.177,502.932
02002,43114,2,,,,,,,,
02002,43116,6,333.811,443.0,49.205,88.655,65.346,5.697,1268.249,245.156
02002,43117,3,,,,,,,,
02002,4312,28,2955.839,1531.0,184.684,593.13,139.689,7.611,5027.904,2362.709
02002,43121,23,,,,,,,,
02002,431211,15,1274.17,960.0,102.994,251.688,71.561,4.48,2002.829,1022.482
02002,433,72,1199.019,986.0,140.261,243.642,464.419,24.482,2271.496,955.377
02002,4331,20,,,,,,,,
02002,46,11812,30513.12,55045.0,6028.815,6402.464,11184.773,784.562,75334.249,24110.656
02002,461,4205,4875.4,13415.0,807.456,712.316,2424.051,85.173,9432.496,4163.084
02002,4611,3339,4549.052,12027.0,739.112,662.453,2291.652,75.073,8561.723,3886.599
02002,46111,2233,1164.936,4971.0,94.811,175.116,566.822,35.807,1449.532,989.82
02002,46112,170,2095.765,3992.0,424.98,217.916,1426.357,12.153,5085.387,1877.849
02002,461121,92,1978.55,3724.0,407.513,197.39,1372.793,8.728,4932.723,1781.16
02002,461122,6,3.222,24.0,0.548,0.742,2.089,0.209,4.501,2.48
02002,46113,136,712.479,1243.0,134.911,161.092,126.705,13.143,1239.428,551.387
02002,46115,10,13.325,42.0,2.933,4.539,10.317,0.782,59.601,8.786
02002,4612,866,326.348,1388.0,68.344,49.863,132.399,10.1,870.773,276.485
02002,46121,858,323.185,1376.0,67.734,48.386,131.631,10.036,866.901,274.799
02002,461213,392,75.087,638.0,19.192,22.457,41.517,2.876,86.965,52.63
02002,462,710,9382.646,14679.0,2455.172,2517.344,4041.901,334.838,25987.173,6865.302
02002,4621,686,7821.591,12760.0,2140.278,2230.451,3632.719,313.777,23614.966,5591.14
02002,46211,686,7821.591,12760.0,2140.278,2230.451,3632.719,313.777,23614.966,5591.14
02002,464,794,2469.623,5115.0,634.71,498.315,562.112,45.345,3959.45,1971.308
02002,4641,794,2469.623,5115.0,634.71,498.315,562.112,45.345,3959.45,1971.308
02002,46411,649,2183.213,4702.0,597.136,425.654,492.54,37.122,3590.197,1757.559
02002,467,673,2296.951,3117.0,314.824,362.694,779.952,84.987,4225.544,1934.257
02002,4671,673,2296.951,3117.0,314.824,362.694,779.952,84.987,4225.544,1934.257
02002,48-49,262,9854.281,9953.0,1517.394,3849.21,5819.644,1031.103,4212.558,6005.071
02002,485,13,417.973,479.0,71.371,188.681,227.314,35.186,199.624,229.292
02002,4852,4,,,,,,,,
02004,31-33,3977,302569.193,325983.0,75463.92,149186.37,59400.814,3693.182,155636.589,153382.823
02004,311,1070,13846.702,10062.0,1520.557,7294.475,2058.472,159.079,7490.12,6552.227
02004,3114,8,11.816,73.0,7.213,8.589,8.672,0.661,8.634,3.227
02004,3115,152,1385.425,1006.0,143.673,1011.587,227.984,19.036,1015.647,373.838
02004,31151,36,1115.584,535.0,104.483,834.301,191.802,15.65,834.817,281.283
02004,3116,14,2098.56,1184.0,195.709,1114.388,198.864,15.015,1133.951,984.172
02004,31161,14,2098.56,1184.0,195.709,1114.388,198.864,15.015,1133.951,984.172
02004,311612,2,,,,,,,,
02004,311613,9,815.06,758.0,102.968,419.639,57.656,5.316,434.691,395.421
02004,3118,831,7412.71,5392.0,708.096,3351.893,1070.552,97.636,3400.058,4060.817
02004,31181,515,5790.647,3101.0,432.57,2450.042,818.321,76.97,2467.751,3340.605
02004,311811,2,,,,,,,,
02004,311812,378,1137.45,1920.0,208.628,668.778,191.688,18.823,680.297,468.672
02004,31183,314,,,,,,,,
02004,3119,39,1967.864,1622.0,269.745,1242.762,441.838,19.138,1262.001,725.102
02004,31192,5,,,,,,,,
02004,312,351,11535.964,4517.0,1077.229,6638.248,852.75,75.316,6984.745,4897.716
02004,3121,347,11430.537,4195.0,1017.571,6600.216,843.991,74.376,6942.75,4830.321
02004,31211,336,10606.632,3832.0,943.048,5868.004,779.001,67.909,6188.982,4738.628
02004,325,54,3369.427,3538.0,891.322,1629.343,603.898,37.084,1705.305,1740.084
02004,3254,9,362.523,362.0,82.091,241.02,113.879,9.957,249.839,121.503
02004,327,124,3031.127,3142.0,797.101,1595.154,721.698,46.517,1670.498,1435.973
02004,3273,31,1574.101,1270.0,278.788,905.914,404.58,26.623,939.769,668.187
02004,3274,22,11.419,56.0,2.618,6.335,2.208,0.215,6.347,5.084
02004,331,26,9883.591,6337.0,1706.718,6559.193,2530.932,221.601,6715.962,3324.398
02004,3312,8,,,,,,,,
02004,33122,7,,,,,,,,
02004,43,1849,39501.598,36701.0,6253.369,10942.559,10423.896,1115.12,85302.247,28559.039
02004,431,383,14506.311,17018.0,2679.913,3922.175,3541.93,529.287,29704.138,10584.136
02004,4311,354,11878.666,14421.0,2344.515,3133.523,3022.643,486.229,25107.036,8745.143
02004,43111,78,3189.431,4768.0,703.299,727.773,681.567,142.105,8793.521,2461.658
02004,43112,50,933.686,1093.0,198.219,199.941,593.198,80.729,1915.565,733.745
02004,431121,29,329.732,687.0,142.064,82.798,327.088,48.713,932.89,246.934
02004,431122,6,,,,,,,,
02004,43113,106,1226.092,2363.0,288.589,616.58,830.206,137.706,3703.282,609.512
02004,43114,5,,,,,,,,
02004,43116,13,2711.046,1774.0,286.465,711.562,125.959,15.623,3592.356,1999.484
02004,43117,9,,,,,,,,
02004,4312,29,2627.645,2597.0,335.398,788.652,519.287,43.058,4597.102,1838.993
02004,43121,23,2278.69,2230.0,299.372,572.493,501.279,41.716,3154.746,1706.197
02004,431211,13,1611.132,1870.0,237.922,416.401,457.219,39.453,2094.669,1194.731
02004,433,150,3177.584,2547.0,348.413,693.438,1296.37,112.052,5343.765,2484.146
02004,4331,47,2158.89,1126.0,159.18,474.189,639.574,65.084,3529.569,1684.701
02004,46,22343,59924.521,95225.0,10284.513,13947.027,18244.379,1549.882,133478.452,45977.494
02004,461,9267,8937.664,22574.0,922.664,1444.225,2935.488,233.443,14072.477,7493.439
02004,4611,8447,8286.306,20961.0,825.294,1354.888,2766.173,220.531,12650.396,6931.418
02004,46111,6824,2755.984,13247.0,189.826,388.256,992.875,67.167,3574.642,2367.728
02004,46112,340,2380.568,2778.0,277.257,329.31,1257.645,104.674,4563.429,2051.258
02004,461121,205,1981.898,2104.0,218.891,257.803,365.227,14.273,3931.096,1724.095
02004,461122,68,134.27,219.0,11.533,19.529,10.272,1.674,192.784,114.741
02004,46113,317,1164.91,1701.0,148.451,268.964,160.881,17.125,1932.246,895.946
02004,46115,73,348.214,366.0,27.788,74.234,111.101,11.246,582.988,273.98
02004,4612,820,651.358,1613.0,97.37,89.337,169.315,12.912,1422.081,562.021
02004,46121,788,618.635,1452.0,87.476,80.842,166.961,12.64,1368.469,537.793
02004,461213,94,38.373,181.0,9.135,10.393,10.403,0.813,35.746,27.98
02004,462,1053,17965.104,25297.0,4352.2,4880.647,7449.332,593.623,48923.645,13084.457
02004,4621,1011,15580.804,22481.0,3884.203,4427.363,6819.188,558.216,44642.079,11153.441
02004,46211,1011,15580.804,22481.0,3884.203,4427.363,6819.188,558.216,44642.079,11153.441
02004,464,1154,6152.51,7349.0,999.72,1100.01,1027.805,97.875,8801.365,5052.5
02004,4641,1154,6152.51,7349.0,999.72,1100.01,1027.805,97.875,8801.365,5052.5
02004,46411,946,5916.006,6791.0,952.394,1025.266,932.818,89.594,8530.08,4890.74
02004,467,1277,4613.193,6504.0,689.081,789.744,1381.59,143.779,8233.282,3823.449
02004,4671,1277,4613.193,6504.0,689.081,789.744,1381.59,143.779,8233.282,3823.449
02004,48-49,666,13828.822,23278.0,3470.433,5103.667,7032.521,1171.498,5503.705,8725.155
02004,485,39,1570.937,4281.0,597.576,701.702,2321.627,432.585,750.409,869.235
02004,4852,10,144.543,422.0,47.359,101.938,240.711,13.104,104.991,42.605
03003,31-33,1199,5116.472,5066.0,653.097,3217.176,1717.018,118.655,3343.334,1899.296
03003,311,346,812.504,1467.0,124.991,504.004,232.504,21.718,542.704,308.5
03003,3114,3,,,,,,,,
03003,3115,56,58.107,167.0,15.974,39.679,31.514,2.582,40.34,18.428
03003,31151,23,10.36,63.0,9.611,8.026,13.743,1.002,8.467,2.334
03003,3116,8,23.806,55.0,5.372,13.383,17.654,2.05,13.503,10.423
03003,31161,8,23.806,55.0,5.372,13.383,17.654,2.05,13.503,10.423
03003,311613,7,,,,,,,,
03003,3118,257,568.789,1125.0,91.97,336.237,151.884,14.46,346.974,232.552
03003,31181,195,290.317,777.0,55.987,163.448,93.88,9.66,166.378,126.869
03003,311812,99,159.281,437.0,34.806,89.053,61.465,6.713,90.262,70.228
03003,31183,60,,,,,,,,
03003,3119,9,14.623,39.0,1.971,9.49,2.785,0.394,9.62,5.133
03003,31192,2,,,,,,,,
03003,312,129,2728.176,1324.0,325.982,1718.325,943.322,41.964,1786.589,1009.851
03003,3121,129,2728.176,1324.0,325.982,1718.325,943.322,41.964,1786.589,1009.851
03003,31211,127,,,,,,,,
03003,325,12,10.321,53.0,6.943,7.161,5.797,0.85,7.404,3.16
03003,3254,3,,,,,,,,
03003,327,73,681.291,422.0,60.081,489.711,164.661,18.986,493.969,191.58
03003,3273,44,606.443,314.0,50.347,435.87,138.262,16.261,439.335,170.573
03003,3274,3,,,,,,,,
03003,331,1,,,,,,,,
03003,43,431,7355.558,5554.0,814.475,1458.359,1634.844,179.556,15613.345,5897.199
03003,431,91,3095.411,3140.0,472.085,714.516,693.865,77.977,6288.688,2380.895
03003,4311,83,2082.014,2593.0,415.355,519.563,566.142,73.073,4320.922,1562.451
03003,43111,18,230.482,412.0,51.326,38.55,104.514,14.549,1015.412,191.932
03003,43112,16,146.597,211.0,27.443,26.982,142.004,16.853,174.163,119.615
03003,431121,8,117.08,112.0,13.785,20.71,117.318,14.448,133.748,96.37
03003,431122,1,,,,,,,,
03003,43113,20,462.613,1025.0,144.437,86.863,120.552,14.225,900.982,375.75
03003,43114,3,,,,,,,,
03003,43116,4,179.775,216.0,32.467,59.231,37.066,4.304,385.084,120.544
03003,43117,1,,,,,,,,
03003,4312,8,1013.397,547.0,56.73,194.953,127.723,4.904,1967.766,818.444
03003,43121,5,,,,,,,,
03003,431211,3,,,,,,,,
03003,433,33,206.72,379.0,45.042,61.147,178.859,14.121,466.081,145.573
03003,4331,6,,,,,,,,
03003,46,4175,10962.102,18889.0,2097.582,2650.473,4479.194,388.323,26643.756,8311.629
03003,461,1706,1271.617,4075.0,191.181,257.081,611.441,55.516,2382.627,1014.536
03003,4611,1444,1147.655,3573.0,161.407,244.851,572.969,51.581,2074.187,902.804
03003,46111,993,413.472,1958.0,35.122,79.679,236.814,17.617,650.233,333.793
03003,46112,153,391.368,578.0,44.993,62.939,119.388,10.272,663.556,328.429
03003,461121,53,299.909,286.0,28.453,47.53,81.505,5.743,545.522,252.379
03003,461122,19,14.454,53.0,2.918,3.108,6.52,0.71,27.927,11.346
03003,46113,116,140.094,369.0,28.923,49.147,36.556,4.177,358.757,90.947
03003,46115,34,33.454,110.0,6.104,8.832,71.689,10.376,104.371,24.622
03003,4612,262,123.962,502.0,29.774,12.23,38.472,3.935,308.44,111.732
03003,46121,260,,,,,,,,
03003,461213,14,6.355,30.0,1.701,2.454,1.107,0.099,10.94,3.901
03003,462,234,,,,,,,,
03003,4621,220,3130.552,4121.0,713.228,1027.025,1569.617,130.855,9398.083,2103.527
03003,46211,220,3130.552,4121.0,713.228,1027.025,1569.617,130.855,9398.083,2103.527
03003,464,240,500.648,1179.0,143.514,115.358,112.212,10.98,891.52,385.29
03003,4641,240,500.648,1179.0,143.514,115.358,112.212,10.98,891.52,385.29
03003,46411,177,422.185,990.0,129.022,100.846,80.954,7.797,787.069,321.339
03003,467,359,1064.391,1686.0,160.534,173.579,545.647,63.618,1770.464,890.812
03003,4671,359,1064.391,1686.0,160.534,173.579,545.647,63.618,1770.464,890.812
03003,48-49,170,3012.2,3846.0,656.42,1232.463,4322.216,722.294,1350.051,1779.737
03003,485,11,42.18,82.0,12.093,31.209,32.311,3.571,31.508,10.971
04002,31-33,997,3367.802,5982.0,585.365,2045.019,923.128,75.863,2205.937,1322.783
04002,311,414,756.114,1755.0,120.741,438.048,247.01,21.869,458.026,318.066
04002,3114,1,,,,,,,,
04002,3115,40,19.922,95.0,2.063,13.734,8.818,1.568,13.829,6.188
04002,31151,6,0.23,28.0,1.009,0.641,5.098,1.273,0.684,-0.411
04002,3116,5,6.567,15.0,0.327,2.824,2.9,0.296,2.824,3.743
04002,31161,5,6.567,15.0,0.327,2.824,2.9,0.296,2.824,3.743
04002,311613,2,,,,,,,,
04002,3118,330,464.961,1261.0,74.267,291.918,143.032,13.555,302.242,173.043
04002,31181,171,126.609,570.0,20.421,75.789,54.298,4.997,77.375,50.82
04002,311812,165,120.373,549.0,19.882,72.211,52.846,4.885,73.587,48.162
04002,31183,157,,,,,,,,
04002,3119,20,226.881,238.0,34.428,102.898,72.851,5.826,112.018,123.983
04002,31192,1,,,,,,,,
04002,312,54,1405.469,945.0,171.008,899.226,182.887,19.115,1004.345,506.243
04002,3121,52,,,,,,,,
04002,31211,52,,,,,,,,
04002,325,7,,,,,,,,
04002,327,15,205.901,118.0,12.56,121.504,45.104,2.66,127.761,84.397
04002,3273,8,200.539,105.0,12.04,118.377,44.534,2.566,124.634,82.162
04002,3274,2,,,,,,,,
04002,43,368,4087.946,2649.0,309.756,1005.28,1989.132,183.432,6232.023,3082.666
04002,431,74,1183.235,1175.0,164.507,262.34,393.007,37.788,1918.504,920.895
04002,4311,68,758.247,1038.0,149.694,187.927,287.529,35.129,1281.182,570.32
04002,43111,17,163.337,246.0,29.627,14.722,66.351,8.725,287.056,148.615
04002,43112,7,21.914,161.0,15.325,9.394,7.087,0.7,69.79,12.52
04002,431121,3,8.55,9.0,0.982,0.658,1.088,0.056,20.053,7.892
04002,431122,3,,,,,,,,
04002,43113,6,,,,,,,,
04002,43114,5,,,,,,,,
04002,43116,5,,,,,,,,
04002,4312,6,424.988,137.0,14.813,74.413,105.478,2.659,637.322,350.575
04002,43121,6,424.988,137.0,14.813,74.413,105.478,2.659,637.322,350.575
04002,431211,4,,,,,,,,
04002,433,24,16.554,83.0,5.274,4.416,10.571,1.381,40.909,12.138
04002,4331,3,,,,,,,,
04002,46,5648,7480.244,17999.0,1465.182,1862.646,2951.797,247.011,20295.972,5617.598
04002,461,3032,1185.081,5747.0,161.111,171.899,506.451,41.645,2018.765,1013.182
04002,4611,2723,1076.201,5323.0,139.494,162.809,472.013,38.722,1713.351,913.392
04002,46111,1473,272.3,2595.0,17.495,40.121,226.529,14.265,381.263,232.179
04002,46112,514,378.374,1064.0,48.459,78.224,149.427,13.757,661.279,300.15
04002,461121,196,287.335,519.0,39.419,66.764,119.827,11.268,496.985,220.571
04002,461122,227,65.729,417.0,7.64,8.391,25.879,2.078,128.377,57.338
04002,46113,445,201.373,715.0,11.609,14.851,16.716,2.066,216.809,186.522
04002,46115,27,54.474,186.0,13.191,6.062,20.758,2.428,181.342,48.412
04002,4612,309,108.88,424.0,21.617,9.09,34.438,2.923,305.414,99.79
04002,46121,306,,,,,,,,
04002,461213,44,,,,,,,,
04002,462,170,,,,,,,,
04002,4621,162,1942.61,2883.0,467.686,611.418,818.719,65.268,6758.667,1331.192
04002,46211,162,1942.61,2883.0,467.686,611.418,818.719,65.268,6758.667,1331.192
04002,464,219,686.384,1270.0,160.205,165.803,92.74,9.619,1390.953,520.581
04002,4641,219,686.384,1270.0,160.205,165.803,92.74,9.619,1390.953,520.581
04002,46411,155,599.684,1102.0,149.171,149.034,73.894,7.833,1284.496,450.65
04002,467,281,556.204,1113.0,99.081,95.479,211.633,22.888,960.821,460.725
04002,4671,281,556.204,1113.0,99.081,95.479,211.633,22.888,960.821,460.725
04002,48-49,55,1148.5,1121.0,232.669,445.745,1070.292,108.607,491.621,702.755
04002,485,15,187.814,382.0,50.936,97.027,176.78,27.056,108.66,90.787
04002,4852,2,,,,,,,,
05002,31-33,358,27105.198,57370.0,11397.984,7667.448,3330.677,226.112,8041.42,19437.75
05002,311,117,119.284,400.0,22.238,60.205,45.514,3.343,61.674,59.079
05002,3115,14,,,,,,,,
05002,3116,1,,,,,,,,
05002,31161,1,,,,,,,,
05002,3118,101,106.355,336.0,19.472,53.498,37.393,2.818,54.967,52.857
05002,31181,68,59.579,218.0,10.083,29.78,18.218,1.276,30.281,29.799
05002,311812,30,26.765,90.0,3.881,14.836,11.759,0.838,15.114,11.929
05002,31183,33,46.776,118.0,9.389,23.718,19.175,1.542,24.686,23.058
05002,3119,1,,,,,,,,
05002,312,16,42.276,91.0,5.671,17.751,26.347,2.769,17.756,24.525
05002,3121,16,42.276,91.0,5.671,17.751,26.347,2.769,17.756,24.525
05002,31211,16,42.276,91.0,5.671,17.751,26.347,2.769,17.756,24.525
05002,325,1,,,,,,,,
05002,327,17,79.103,93.0,9.008,50.712,26.092,2.89,51.169,28.391
05002,3273,9,62.239,41.0,5.159,40.243,20.46,2.301,40.67,21.996
05002,3274,2,,,,,,,,
05002,43,86,1825.838,1359.0,270.407,338.863,423.22,59.57,2131.335,1486.975
05002,431,10,1514.881,976.0,226.442,292.751,191.519,27.341,1556.693,1222.13
05002,4311,8,,,,,,,,
05002,43111,2,,,,,,,,
05002,43116,1,,,,,,,,
05002,4312,2,,,,,,,,
05002,43121,2,,,,,,,,
05002,431211,2,,,,,,,,
05002,46,2105,3470.653,7236.0,696.334,718.731,1433.417,117.579,9150.935,2751.922
05002,461,1134,471.121,2230.0,61.025,74.559,402.309,22.818,798.356,396.562
05002,4611,964,395.362,1932.0,44.907,68.189,383.691,21.511,636.768,327.173
05002,46111,845,259.141,1505.0,21.0,30.473,301.476,16.664,324.955,228.668
05002,46112,37,89.55,176.0,14.304,28.875,45.777,2.643,247.529,60.675
05002,461121,25,79.676,130.0,12.923,27.699,36.293,1.971,238.656,51.977
05002,461122,8,7.692,34.0,0.891,1.002,7.88,0.579,7.581,6.69
05002,46113,20,17.464,70.0,3.143,1.999,14.243,0.839,21.006,15.465
05002,46115,3,1.538,21.0,0.483,0.442,0.505,0.026,1.294,1.096
05002,4612,170,75.759,298.0,16.118,6.37,18.618,1.307,161.588,69.389
05002,46121,170,75.759,298.0,16.118,6.37,18.618,1.307,161.588,69.389
05002,461213,5,,,,,,,,
05002,462,79,1468.035,1860.0,338.619,259.143,494.358,52.138,4264.488,1208.892
05002,4621,77,,,,,,,,
05002,46211,77,,,,,,,,
05002,464,75,122.36,351.0,31.538,30.297,50.299,3.509,300.139,92.063
05002,4641,75,122.36,351.0,31.538,30.297,50.299,3.509,300.139,92.063
05002,46411,61,116.462,318.0,29.555,28.295,44.975,3.074,294.121,88.167
05002,467,126,109.238,365.0,24.331,19.703,108.665,10.165,194.518,89.535
05002,4671,126,109.238,365.0,24.331,19.703,108.665,10.165,194.518,89.535
05002,48-49,52,687.278,1555.0,222.561,335.103,495.731,56.071,346.211,352.175
05002,485,6,132.568,401.0,68.368,52.692,171.608,14.909,53.83,79.876
05002,4852,3,,,,,,,,
05018,31-33,1157,22456.179,15575.0,2753.139,12224.852,4466.272,240.747,12936.299,10231.327
05018,311,615,481.541,1544.0,63.555,289.798,213.333,17.813,293.895,191.743
05018,3114,1,,,,,,,,
05018,3115,19,128.389,186.0,20.213,82.163,125.296,10.956,82.678,46.226
05018,31151,2,,,,,,,,
05018,3116,4,,,,,,,,
05018,31161,4,,,,,,,,
05018,311613,1,,,,,,,,
05018,3118,581,322.78,1257.0,37.093,193.096,77.455,5.649,196.63,129.684
05018,31181,525,251.939,1076.0,27.991,148.24,57.619,3.935,151.58,103.699
05018,311812,59,65.974,186.0,8.27,44.169,20.003,1.658,44.423,21.805
05018,31183,54,,,,,,,,
05018,3119,6,7.102,26.0,0.801,7.641,3.66,0.557,7.689,-0.539
05018,312,70,63.895,220.0,11.158,36.046,51.872,4.88,36.127,27.849
05018,3121,70,63.895,220.0,11.158,36.046,51.872,4.88,36.127,27.849
05018,31211,70,63.895,220.0,11.158,36.046,51.872,4.88,36.127,27.849
05018,325,10,48.072,148.0,26.957,50.932,46.707,2.651,55.284,-2.86
05018,327,41,1237.072,294.0,92.711,686.32,482.851,29.669,720.797,550.752
05018,3273,27,49.949,77.0,6.004,34.165,15.888,1.491,34.213,15.784
05018,3274,2,,,,,,,,
05018,331,6,,,,,,,,
05018,3312,3,,,,,,,,
05018,33122,2,,,,,,,,
05018,43,322,2536.517,3221.0,419.512,617.036,945.547,98.462,6589.013,1919.481
