ciudad,codigo,UE,A111A,H001A,J000A,A121A,Q000A,Q000B,A700A,A131A
05018,461122,65,13.654,137.0,10.958,6.0,5.235,0.399,66.873,7.654
05018,46113,25,42.226,203.0,8.013,9.433,14.424,1.34,37.308,32.793
05018,46115,13,,,,,,,,
05018,4612,96,13.208,173.0,1.362,2.713,15.454,1.095,28.063,10.495
05018,46121,96,13.208,173.0,1.362,2.713,15.454,1.095,28.063,10.495
05018,461213,42,2.909,71.0,0.751,0.679,2.933,0.363,5.354,2.23
05018,462,181,921.744,2775.0,76.603,333.572,513.899,40.689,3887.738,588.172
05018,4621,175,733.351,2416.0,55.974,309.7,363.761,36.448,3513.391,423.651
05018,46211,175,733.351,2416.0,55.974,309.7,363.761,36.448,3513.391,423.651
05018,464,142,,,,,,,,
05018,4641,142,,,,,,,,
05018,46411,111,95.351,541.0,19.309,42.899,58.463,2.108,289.498,52.452
05018,467,229,194.636,810.0,28.701,45.878,261.562,15.11,424.97,148.758
05018,4671,229,194.636,810.0,28.701,45.878,261.562,15.11,424.97,148.758
05018,48-49,54,395.557,1202.0,67.851,253.819,471.169,72.201,264.318,141.738
05018,485,8,93.439,440.0,15.508,59.665,180.387,41.677,62.632,33.774
05035,31-33,1788,113973.143,46704.0,4002.969,84756.105,27444.087,2022.797,86218.18,29217.038
05035,311,462,4855.922,3790.0,120.103,4661.767,2507.344,246.095,4895.699,194.155
05035,3115,33,3553.731,1084.0,4.267,3681.466,1828.903,187.618,3874.401,-127.735
05035,31151,10,3526.536,989.0,1.895,3660.638,1803.826,185.048,3853.215,-134.102
05035,3116,5,556.017,488.0,39.455,454.142,167.739,10.17,484.505,101.875
05035,31161,5,556.017,488.0,39.455,454.142,167.739,10.17,484.505,101.875
05035,311612,1,,,,,,,,
05035,311613,2,,,,,,,,
05035,3118,404,425.269,1694.0,58.791,248.751,142.544,14.097,254.832,176.518
05035,31181,146,,,,,,,,
05035,311812,146,,,,,,,,
05035,31183,253,221.197,820.0,21.32,129.759,87.709,7.991,131.427,91.438
05035,3119,10,248.937,172.0,1.222,232.207,90.696,9.273,232.633,16.73
05035,31192,3,,,,,,,,
05035,312,41,4058.62,1093.0,272.437,2390.35,1917.288,114.886,2767.136,1668.27
05035,3121,41,4058.62,1093.0,272.437,2390.35,1917.288,114.886,2767.136,1668.27
05035,31211,36,1893.806,623.0,115.13,1266.023,489.593,57.474,1267.684,627.783
05035,325,32,1534.421,749.0,72.559,1193.488,365.152,32.262,1263.353,340.933
05035,3254,6,,,,,,,,
05035,327,66,2425.312,2245.0,183.836,1896.914,1094.509,60.581,1941.932,528.398
05035,3273,25,1831.085,551.0,91.57,1369.694,519.781,27.682,1374.811,461.391
05035,3274,2,,,,,,,,
05035,331,12,67074.433,3472.0,762.572,51148.361,11932.651,832.011,51215.375,15926.072
05035,3312,2,,,,,,,,
05035,33122,2,,,,,,,,
05035,43,1035,5135.307,12167.0,796.933,2100.836,2078.994,242.251,16552.349,3034.471
05035,431,180,2156.509,4388.0,305.826,624.85,685.747,65.544,5679.445,1531.659
05035,4311,164,1474.631,3297.0,198.743,488.375,492.014,32.837,4125.971,986.256
05035,43111,34,218.918,746.0,17.526,69.286,45.546,3.301,916.59,149.632
05035,43112,16,69.552,164.0,6.879,19.036,21.227,2.694,221.481,50.516
05035,431121,12,59.024,116.0,5.52,15.526,13.639,1.937,128.864,43.498
05035,431122,1,,,,,,,,
05035,43113,68,171.149,544.0,21.924,65.486,50.242,4.166,726.894,105.663
05035,43114,4,,,,,,,,
05035,43116,10,597.968,849.0,36.195,277.432,249.481,9.852,1602.157,320.536
05035,43117,2,,,,,,,,
05035,4312,16,681.878,1091.0,107.083,136.475,193.733,32.707,1553.474,545.403
05035,43121,14,,,,,,,,
05035,431211,10,195.006,676.0,60.249,79.207,93.48,20.485,663.732,115.799
05035,433,65,129.271,635.0,58.215,507.686,78.032,14.11,1157.266,-378.415
05035,4331,25,41.049,304.0,31.452,476.752,27.739,2.559,831.789,-435.703
05035,46,8830,8598.185,37880.0,978.814,3292.721,6369.33,869.131,28546.479,5305.464
05035,461,4012,1018.253,9737.0,113.794,262.535,508.836,42.201,2417.07,755.718
05035,4611,3677,909.844,8336.0,108.619,223.664,481.043,40.524,2081.237,686.18
05035,46111,2641,319.16,5068.0,20.341,74.076,235.64,16.356,612.9,245.084
05035,46112,227,261.198,961.0,28.218,65.141,92.546,6.922,802.869,196.057
05035,461121,193,248.31,873.0,26.104,59.693,81.185,5.916,758.609,188.617
05035,461122,21,7.996,45.0,0.739,4.475,3.048,0.214,38.288,3.521
05035,46113,251,123.343,808.0,22.651,38.007,70.649,7.157,275.499,85.336
05035,46115,59,41.419,270.0,7.127,5.568,17.498,1.379,54.684,35.851
05035,4612,335,108.409,1401.0,5.175,38.871,27.793,1.677,335.833,69.538
05035,46121,335,108.409,1401.0,5.175,38.871,27.793,1.677,335.833,69.538
05035,461213,52,37.031,104.0,0.43,11.062,2.688,0.217,42.495,25.969
05035,462,523,2769.096,8620.0,123.082,1134.168,1629.008,167.996,10258.738,1634.928
05035,4621,498,1404.486,6106.0,31.048,789.876,958.239,103.716,8305.358,614.61
05035,46211,498,1404.486,6106.0,31.048,789.876,958.239,103.716,8305.358,614.61
05035,464,513,,,,,,,,
05035,4641,513,,,,,,,,
05035,46411,399,411.999,1775.0,81.844,157.159,139.885,5.893,1207.205,254.84
05035,467,565,668.969,2426.0,89.042,190.132,2105.193,478.832,1298.353,478.837
05035,4671,565,668.969,2426.0,89.042,190.132,2105.193,478.832,1298.353,478.837
05035,48-49,114,2737.853,4675.0,417.424,1888.502,2905.721,403.447,1993.292,849.351
05035,485,25,226.367,700.0,45.697,129.757,282.75,45.405,139.304,96.61
05035,4852,6,,,,,,,,
06002,31-33,851,1091.198,6577.0,284.744,558.324,510.676,39.273,599.418,532.874
06002,311,287,319.64,1064.0,34.529,230.833,184.456,11.571,262.884,88.807
06002,3114,2,,,,,,,,
06002,3115,38,14.353,108.0,2.275,8.909,6.363,0.623,9.11,5.444
06002,31151,12,5.088,33.0,0.66,3.349,1.655,0.125,3.363,1.739
06002,3116,7,,,,,,,,
06002,31161,7,,,,,,,,
06002,311613,2,,,,,,,,
06002,3118,213,129.654,711.0,20.723,79.715,64.163,6.2,80.591,49.939
06002,31181,76,,,,,,,,
06002,311812,76,,,,,,,,
06002,31183,135,81.639,394.0,10.755,51.908,43.549,4.135,52.407,29.731
06002,3119,13,10.88,45.0,1.634,7.9,3.942,0.371,7.997,2.98
06002,31192,2,,,,,,,,
06002,312,30,13.741,88.0,2.348,8.368,22.992,1.847,8.482,5.373
06002,3121,30,13.741,88.0,2.348,8.368,22.992,1.847,8.482,5.373
06002,31211,29,,,,,,,,
06002,325,7,11.469,41.0,2.476,6.194,4.914,0.49,6.382,5.275
06002,327,27,105.41,202.0,10.871,70.719,40.543,3.687,71.336,34.691
06002,3273,8,65.399,63.0,2.005,45.884,31.285,3.524,46.5,19.515
06002,3274,5,36.858,101.0,8.564,22.578,7.685,0.025,22.578,14.28
06002,331,1,,,,,,,,
06002,43,345,1445.253,3568.0,287.137,604.058,673.244,65.983,4582.948,841.195
06002,431,60,906.538,1768.0,129.352,403.666,316.912,41.521,2737.967,502.872
06002,4311,50,639.753,1318.0,93.348,258.73,183.47,22.641,2099.774,381.023
06002,43111,17,134.661,444.0,24.773,52.908,85.429,10.266,1063.03,81.753
06002,43112,5,,,,,,,,
06002,431121,4,,,,,,,,
06002,431122,1,,,,,,,,
06002,43113,7,0.482,13.0,0.406,0.482,0.388,0.043,1.545,0.0
06002,43114,2,,,,,,,,
06002,43116,4,96.928,210.0,7.005,58.48,54.639,6.965,237.18,38.448
06002,43117,2,,,,,,,,
06002,4312,10,266.785,450.0,36.004,144.936,133.442,18.88,638.193,121.849
06002,43121,9,,,,,,,,
06002,431211,5,106.365,264.0,7.149,96.845,97.858,14.893,329.975,9.52
06002,433,25,11.116,97.0,2.793,45.566,6.806,0.732,65.493,-34.45
06002,4331,7,,,,,,,,
06002,46,3305,2562.384,13294.0,337.683,1009.278,2413.384,132.11,8222.517,1553.106
06002,461,1238,276.385,2871.0,40.348,91.321,188.729,16.166,691.402,185.064
06002,4611,1146,248.012,2640.0,36.073,77.205,173.18,14.686,588.132,170.807
06002,46111,691,109.163,1411.0,8.147,30.273,72.187,5.253,226.703,78.89
06002,46112,180,64.931,514.0,13.197,24.349,53.447,4.565,201.24,40.582
06002,461121,100,56.13,377.0,10.455,21.997,50.055,4.151,173.678,34.133
06002,461122,60,3.845,79.0,0.893,0.612,0.644,0.09,11.757,3.233
06002,46113,108,18.893,248.0,1.825,6.945,6.263,0.654,42.628,11.948
06002,46115,38,20.07,156.0,4.389,5.588,21.179,1.944,42.747,14.482
06002,4612,92,28.373,231.0,4.275,14.116,15.549,1.48,103.27,14.257
06002,46121,91,,,,,,,,
06002,461213,17,1.262,38.0,0.498,0.13,5.776,0.876,1.197,1.132
06002,462,124,934.908,3145.0,68.398,415.336,448.263,35.169,2934.428,519.572
06002,4621,112,423.989,1684.0,35.942,272.858,225.7,22.585,2103.695,151.131
06002,46211,112,423.989,1684.0,35.942,272.858,225.7,22.585,2103.695,151.131
06002,464,197,129.135,696.0,33.173,36.676,39.197,3.188,348.131,92.459
06002,4641,197,129.135,696.0,33.173,36.676,39.197,3.188,348.131,92.459
06002,46411,162,117.968,613.0,29.763,31.978,28.858,1.89,329.571,85.99
06002,467,187,234.928,754.0,29.739,62.456,284.173,15.713,635.43,172.472
06002,4671,187,234.928,754.0,29.739,62.456,284.173,15.713,635.43,172.472
06002,48-49,38,344.246,698.0,67.529,183.876,304.403,39.154,190.007,160.37
06002,485,11,,,,,,,,
06002,4852,1,,,,,,,,
07089,31-33,1147,2962.981,5577.0,361.813,2242.826,1430.24,123.258,2373.037,720.155
07089,311,428,1983.676,2403.0,95.749,1624.198,1081.799,87.366,1688.118,359.478
07089,3114,1,,,,,,,,
07089,3115,26,13.739,62.0,1.159,8.167,6.008,0.615,8.177,5.572
07089,31151,6,6.8,17.0,0.409,4.672,2.082,0.297,4.672,2.128
07089,3116,1,,,,,,,,
07089,31161,1,,,,,,,,
07089,3118,372,247.753,951.0,23.305,141.404,66.333,5.62,142.115,106.349
07089,31181,116,,,,,,,,
07089,311812,116,,,,,,,,
07089,31183,255,212.923,612.0,17.34,123.141,54.3,4.459,123.594,89.782
07089,3119,18,844.835,524.0,28.558,656.938,810.745,70.384,720.104,187.897
07089,31192,17,,,,,,,,
07089,312,66,640.691,1757.0,243.272,366.225,143.316,18.738,396.664,274.466
07089,3121,65,,,,,,,,
07089,31211,64,,,,,,,,
07089,325,2,,,,,,,,
07089,327,40,152.616,205.0,4.682,131.168,106.506,7.727,132.47,21.448
07089,3273,29,151.718,189.0,4.682,130.712,104.784,7.592,132.013,21.006
07089,3274,1,,,,,,,,
07089,43,431,2000.361,4645.0,433.844,991.5,654.807,56.859,6435.417,1008.861
07089,431,114,1401.628,2628.0,241.283,658.079,261.026,31.694,4664.167,743.549
07089,4311,101,876.161,1811.0,126.837,438.735,178.646,21.961,3644.346,437.426
07089,43111,28,206.101,578.0,28.433,149.294,27.782,4.602,1769.433,56.807
07089,43112,10,16.594,75.0,2.998,4.941,10.7,1.054,52.148,11.653
07089,431121,3,,,,,,,,
07089,431122,3,6.776,30.0,1.18,0.711,0.325,0.055,14.693,6.065
07089,43113,17,25.723,152.0,8.345,15.558,35.976,2.967,60.358,10.165
07089,43114,2,,,,,,,,
07089,43116,3,,,,,,,,
07089,43117,2,,,,,,,,
07089,4312,13,525.467,817.0,114.446,219.344,82.38,9.733,1019.821,306.123
07089,43121,13,525.467,817.0,114.446,219.344,82.38,9.733,1019.821,306.123
07089,431211,7,336.705,410.0,73.054,98.7,39.825,1.658,507.224,238.005
07089,433,31,17.934,144.0,4.328,81.67,12.67,1.339,126.657,-63.736
07089,4331,12,3.919,68.0,1.236,76.882,3.274,0.38,82.479,-72.963
07089,46,6717,2724.118,17257.0,319.088,1011.724,2864.085,277.495,9548.726,1712.394
07089,461,3922,328.246,6258.0,32.39,78.454,251.414,16.523,708.306,249.792
07089,4611,3668,263.049,5766.0,20.161,59.493,231.009,15.09,576.442,203.556
07089,46111,2493,111.281,3955.0,6.792,29.564,138.935,8.998,244.293,81.717
07089,46112,357,68.065,583.0,5.711,11.718,27.138,1.711,178.183,56.347
07089,461121,169,40.101,295.0,3.571,6.923,17.306,1.106,113.762,33.178
07089,461122,126,18.204,190.0,1.605,2.422,6.984,0.413,46.911,15.782
07089,46113,407,25.7,573.0,1.023,7.085,13.67,0.856,55.229,18.615
07089,46115,81,13.419,126.0,1.25,2.262,7.754,0.528,26.745,11.157
07089,4612,254,65.197,492.0,12.229,18.961,20.405,1.433,131.864,46.236
07089,46121,254,65.197,492.0,12.229,18.961,20.405,1.433,131.864,46.236
07089,461213,129,12.694,206.0,1.466,1.669,3.444,0.279,41.821,11.025
07089,462,113,912.295,2719.0,51.603,346.745,557.939,37.561,4059.266,565.55
07089,4621,100,551.182,1880.0,14.731,279.744,414.811,32.384,3342.088,271.438
07089,46211,100,551.182,1880.0,14.731,279.744,414.811,32.384,3342.088,271.438
07089,464,213,162.631,997.0,23.414,78.834,56.632,4.644,509.281,83.797
07089,4641,213,162.631,997.0,23.414,78.834,56.632,4.644,509.281,83.797
07089,46411,166,153.029,895.0,21.453,74.332,44.366,3.7,492.193,78.697
07089,467,227,304.208,1137.0,53.846,82.115,306.239,17.415,724.552,222.093
07089,4671,227,304.208,1137.0,53.846,82.115,306.239,17.415,724.552,222.093
07089,48-49,53,375.545,1001.0,54.253,230.434,290.43,42.315,237.485,145.111
07089,485,19,174.071,587.0,28.498,108.106,194.281,32.087,111.337,65.965
07089,4852,10,99.622,402.0,17.245,64.86,153.994,25.547,67.479,34.762
08019,31-33,2465,59995.737,92726.0,9661.817,41071.59,20695.718,1605.547,43383.837,18924.147
08019,311,676,10703.376,9655.0,884.463,7237.484,2582.779,160.931,7360.176,3465.892
08019,3114,9,44.097,141.0,6.632,26.164,27.543,1.686,26.618,17.933
08019,3115,86,1082.641,1018.0,88.88,799.644,154.801,13.098,813.026,282.997
08019,31151,20,1023.975,760.0,78.994,760.667,126.949,10.598,773.252,263.308
08019,3116,22,6102.118,4672.0,458.892,4506.156,1318.843,77.578,4585.548,1595.962
08019,31161,22,6102.118,4672.0,458.892,4506.156,1318.843,77.578,4585.548,1595.962
08019,311612,3,,,,,,,,
08019,311613,13,4889.755,3708.0,329.855,3685.704,601.775,33.094,3734.629,1204.051
08019,3118,517,2019.218,2215.0,193.26,840.155,375.122,25.635,843.883,1179.063
08019,31181,239,,,,,,,,
08019,311811,1,,,,,,,,
08019,311812,238,,,,,,,,
08019,31183,272,206.803,746.0,14.512,119.188,73.174,6.541,121.506,87.615
08019,3119,26,284.268,912.0,54.691,214.627,122.081,6.27,219.632,69.641
08019,31192,2,,,,,,,,
08019,312,33,490.803,573.0,44.805,337.308,502.403,49.322,369.367,153.495
08019,3121,33,490.803,573.0,44.805,337.308,502.403,49.322,369.367,153.495
08019,31211,29,,,,,,,,
08019,325,34,869.5,693.0,44.511,715.894,326.504,28.05,776.471,153.606
08019,3254,5,,,,,,,,
08019,327,279,5080.364,4344.0,859.408,3967.243,2674.013,234.269,4972.361,1113.121
08019,3273,48,1601.726,930.0,210.009,1273.961,1114.042,107.707,1452.322,327.765
08019,3274,3,2.59,9.0,0.066,1.065,0.115,0.014,1.065,1.525
08019,331,10,362.994,683.0,101.036,214.705,159.83,12.36,224.53,148.289
08019,3312,4,10.226,22.0,1.121,4.86,10.28,1.025,4.956,5.366
08019,33122,2,,,,,,,,
08019,43,1215,8930.688,14233.0,1177.003,3903.386,3966.274,340.141,26242.637,5027.302
08019,431,202,2873.703,4732.0,313.086,1512.445,1163.334,106.839,9496.43,1361.258
08019,4311,187,2274.125,4346.0,275.017,1220.554,1061.249,96.455,8383.504,1053.571
08019,43111,54,285.757,1273.0,81.188,133.451,212.303,20.885,2748.172,152.306
08019,43112,19,,,,,,,,
08019,431121,12,112.054,192.0,15.18,40.006,29.689,2.134,371.646,72.048
08019,431122,5,,,,,,,,
08019,43113,45,329.896,723.0,37.422,124.302,416.334,40.219,1149.193,205.594
08019,43114,3,,,,,,,,
08019,43116,11,304.412,438.0,11.731,244.257,181.651,11.168,1483.564,60.155
08019,43117,5,,,,,,,,
08019,4312,15,599.578,386.0,38.069,291.891,102.085,10.384,1112.926,307.687
08019,43121,14,,,,,,,,
08019,431211,8,93.426,143.0,9.368,22.149,26.12,3.118,161.568,71.277
08019,433,85,556.028,809.0,44.966,80.102,66.853,8.573,1669.745,475.926
08019,4331,31,429.602,425.0,19.583,37.908,37.563,4.918,1251.876,391.694
08019,46,11046,10211.956,46872.0,1279.915,4342.025,7273.005,711.39,38491.294,5869.931
08019,461,4122,1156.522,9433.0,157.831,433.983,780.625,60.871,3072.987,722.539
08019,4611,3350,908.304,8138.0,142.272,322.358,668.417,53.597,2485.127,585.946
08019,46111,2589,420.298,5068.0,37.527,136.801,397.842,32.458,1106.255,283.497
08019,46112,201,241.359,886.0,26.402,95.522,113.96,6.855,695.291,145.837
08019,461121,167,218.995,781.0,24.404,88.848,98.061,5.141,639.357,130.147
08019,461122,18,16.938,61.0,1.333,5.068,13.062,1.433,43.391,11.87
08019,46113,72,67.683,315.0,15.714,27.737,47.35,5.394,269.957,39.946
08019,46115,48,38.723,216.0,10.637,12.358,26.278,2.161,136.675,26.365
08019,4612,772,248.218,1295.0,15.559,111.625,112.208,7.274,587.86,136.593
08019,46121,772,248.218,1295.0,15.559,111.625,112.208,7.274,587.86,136.593
08019,461213,40,7.619,68.0,0.75,1.583,5.102,0.648,12.625,6.036
08019,462,484,3367.755,11681.0,194.346,1491.147,1639.535,162.741,14681.3,1876.608
08019,4621,456,2578.989,9735.0,114.357,1291.182,1376.226,147.836,13279.178,1287.807
08019,46211,456,2578.989,9735.0,114.357,1291.182,1376.226,147.836,13279.178,1287.807
08019,464,515,440.605,2134.0,95.733,153.907,215.173,15.255,1335.735,286.698
08019,4641,515,440.605,2134.0,95.733,153.907,215.173,15.255,1335.735,286.698
08019,46411,357,355.906,1702.0,80.725,117.633,161.304,10.254,1189.05,238.273
08019,467,753,998.628,3303.0,148.107,335.855,706.242,57.077,2380.623,662.773
08019,4671,753,998.628,3303.0,148.107,335.855,706.242,57.077,2380.623,662.773
08019,48-49,165,4047.316,7201.0,776.254,2755.075,3849.365,575.261,2915.745,1292.241
08019,481,2,,,,,,,,
08019,485,26,426.66,1673.0,134.455,256.687,439.571,73.792,260.812,169.973
08019,4852,3,,,,,,,,
08036,31-33,140,313.005,1103.0,87.734,184.676,177.935,9.956,192.719,128.329
08036,311,67,50.725,193.0,4.603,29.196,15.947,1.242,29.413,21.529
08036,3115,17,,,,,,,,
08036,31151,11,23.087,27.0,0.809,14.482,4.773,0.47,14.675,8.605
08036,3116,2,,,,,,,,
08036,31161,2,,,,,,,,
08036,3118,46,22.976,113.0,1.858,12.826,8.57,0.565,12.833,10.15
08036,31181,26,8.011,67.0,1.028,3.966,4.177,0.254,3.97,4.045
08036,311812,26,8.011,67.0,1.028,3.966,4.177,0.254,3.97,4.045
08036,31183,20,14.965,46.0,0.83,8.86,4.393,0.311,8.863,6.105
08036,312,3,,,,,,,,
08036,3121,3,,,,,,,,
08036,31211,3,,,,,,,,
08036,325,2,,,,,,,,
08036,327,15,3.219,37.0,0.192,1.863,1.152,0.107,1.863,1.356
08036,3273,9,1.667,23.0,0.0,0.752,0.703,0.061,0.752,0.915
08036,43,57,273.059,389.0,29.387,128.507,64.181,7.391,608.58,144.552
08036,431,7,,,,,,,,
08036,4311,1,,,,,,,,
08036,4312,6,,,,,,,,
08036,43121,6,,,,,,,,
08036,431211,4,,,,,,,,
08036,46,697,323.84,1974.0,41.593,93.675,185.066,14.264,1853.628,230.165
08036,461,354,58.371,750.0,10.622,17.231,44.985,3.069,146.539,41.14
08036,4611,297,42.72,608.0,7.837,12.125,35.972,2.313,114.087,30.595
08036,46111,216,24.448,442.0,6.211,7.407,27.406,1.666,62.496,17.041
08036,46112,37,13.179,79.0,0.636,2.762,4.992,0.319,26.557,10.417
08036,461121,31,12.474,69.0,0.636,2.528,4.532,0.282,23.796,9.946
08036,461122,4,,,,,,,,
08036,46113,12,1.758,26.0,0.3,0.678,2.752,0.247,14.723,1.08
08036,46115,2,,,,,,,,
08036,4612,57,15.651,142.0,2.785,5.106,9.013,0.756,32.452,10.545
08036,46121,57,15.651,142.0,2.785,5.106,9.013,0.756,32.452,10.545
08036,461213,5,5.204,47.0,1.359,0.819,3.759,0.489,5.973,4.385
08036,462,12,64.93,298.0,3.197,33.135,32.638,3.212,313.92,31.795
08036,4621,11,,,,,,,,
08036,46211,11,,,,,,,,
08036,464,19,16.066,81.0,4.369,4.72,9.13,0.333,28.622,11.346
08036,4641,19,16.066,81.0,4.369,4.72,9.13,0.333,28.622,11.346
08036,46411,17,,,,,,,,
08036,467,28,19.479,112.0,4.049,7.002,12.244,1.2,33.827,12.477
08036,4671,28,19.479,112.0,4.049,7.002,12.244,1.2,33.827,12.477
08036,48-49,3,,,,,,,,
08036,485,1,,,,,,,,
08037,31-33,2232,99047.933,223376.0,25680.193,52719.736,25350.646,1630.591,54885.886,46328.197
08037,311,592,3886.942,7234.0,477.24,2657.241,904.765,71.283,2886.854,1229.701
08037,3114,3,,,,,,,,
08037,3115,44,591.524,766.0,111.406,438.501,165.406,8.727,535.277,153.023
08037,31151,4,536.24,570.0,100.968,408.272,148.255,7.828,486.846,127.968
08037,3116,12,207.436,462.0,22.982,153.185,117.054,12.573,171.087,54.251
08037,31161,12,207.436,462.0,22.982,153.185,117.054,12.573,171.087,54.251
08037,311612,1,,,,,,,,
08037,311613,7,9.338,40.0,1.514,6.335,4.556,0.398,6.696,3.003
08037,3118,505,396.557,1655.0,36.148,257.179,181.065,11.037,260.129,139.378
08037,31181,243,,,,,,,,
08037,311812,243,,,,,,,,
08037,31183,260,212.37,795.0,17.113,131.322,73.435,6.043,133.469,81.048
08037,3119,19,1325.979,452.0,23.974,1033.658,153.023,10.947,1098.734,292.321
08037,312,24,3160.77,2128.0,255.088,1376.941,481.59,41.098,1398.678,1783.829
08037,3121,23,,,,,,,,
08037,31211,22,,,,,,,,
08037,325,15,3835.111,3615.0,1128.099,2409.379,1604.002,85.931,2864.097,1425.732
08037,3254,1,,,,,,,,
08037,327,168,2539.813,976.0,182.265,1777.022,992.025,95.035,1920.904,762.791
08037,3273,54,2484.198,602.0,168.586,1740.711,937.638,91.73,1881.843,743.487
08037,3274,9,,,,,,,,
08037,331,12,850.917,2162.0,300.033,302.717,88.408,5.121,323.941,548.2
08037,3312,4,,,,,,,,
08037,33122,2,,,,,,,,
08037,43,874,4754.523,10026.0,798.941,1835.998,2321.496,229.152,12878.909,2918.525
08037,431,142,2330.69,4190.0,308.874,899.825,602.498,52.515,6059.804,1430.865
08037,4311,127,1562.587,3418.0,254.046,601.958,398.443,29.476,4639.928,960.629
08037,43111,41,157.366,373.0,15.229,46.514,32.903,2.72,762.959,110.852
08037,43112,25,235.148,460.0,38.968,54.25,81.452,3.272,755.331,180.898
08037,431121,22,,,,,,,,
08037,431122,1,,,,,,,,
08037,43113,21,132.911,320.0,16.917,49.071,47.635,5.362,510.175,83.84
08037,43114,2,,,,,,,,
08037,43116,7,29.755,412.0,9.418,65.926,90.252,1.149,390.421,-36.171
08037,43117,2,,,,,,,,
08037,4312,15,768.103,772.0,54.828,297.867,204.055,23.039,1419.876,470.236
08037,43121,14,,,,,,,,
08037,431211,8,517.154,330.0,26.146,155.993,13.309,0.707,735.294,361.161
08037,433,39,209.887,368.0,12.348,81.912,26.788,2.023,840.436,127.975
08037,4331,16,129.999,156.0,4.571,46.515,6.634,0.391,524.309,83.484
08037,46,13573,10512.362,50104.0,1477.485,4206.865,5810.097,408.729,40728.281,6305.497
08037,461,6233,961.357,12108.0,94.708,296.217,647.208,49.457,2302.644,665.14
08037,4611,5931,872.789,11568.0,91.034,256.666,611.405,45.054,2121.69,616.123
08037,46111,4864,509.659,8877.0,30.294,146.924,423.989,31.208,1180.677,362.735
08037,46112,119,127.282,521.0,20.044,46.502,70.3,3.845,475.707,80.78
08037,461121,102,120.657,466.0,17.932,44.648,68.857,3.691,459.798,76.009
08037,461122,7,2.11,21.0,0.651,0.767,0.532,0.055,4.163,1.343
08037,46113,78,46.265,220.0,4.895,10.16,50.952,3.209,95.84,36.105
08037,46115,67,33.393,121.0,1.274,3.769,3.719,0.55,103.26,29.624
08037,4612,302,88.568,540.0,3.674,39.551,35.803,4.403,180.954,49.017
08037,46121,302,88.568,540.0,3.674,39.551,35.803,4.403,180.954,49.017
08037,461213,101,9.272,176.0,0.675,1.698,6.877,0.95,10.867,7.574
08037,462,643,4898.144,15383.0,701.579,2040.878,2565.282,180.467,20044.453,2857.266
08037,4621,616,4019.682,13217.0,608.1,1854.913,2247.08,165.469,18708.301,2164.769
08037,46211,616,4019.682,13217.0,608.1,1854.913,2247.08,165.469,18708.301,2164.769
08037,464,678,414.831,2249.0,87.686,164.067,229.44,10.904,940.181,250.764
08037,4641,678,414.831,2249.0,87.686,164.067,229.44,10.904,940.181,250.764
08037,46411,495,345.036,1778.0,70.11,121.889,207.259,8.999,800.961,223.147
08037,467,597,663.848,2397.0,72.589,207.532,492.775,32.464,1625.602,456.316
08037,4671,597,663.848,2397.0,72.589,207.532,492.775,32.464,1625.602,456.316
08037,48-49,283,4544.746,11991.0,1057.934,3007.76,5441.999,863.953,3145.18,1536.986
08037,485,40,568.341,3156.0,131.255,370.95,429.512,85.288,377.288,197.391
09,31-33,31413,382160.708,361110.0,38989.106,267215.621,130839.752,9149.163,296000.156,114945.087
09,311,11105,92897.514,63552.0,4008.99,49550.454,18880.75,1387.734,51665.016,43347.06
09,3114,94,1197.598,2122.0,67.099,1038.323,256.545,15.604,1056.928,159.275
09,3115,924,8497.723,3517.0,194.308,5432.255,2186.431,169.435,5969.777,3065.468
09,31151,32,4548.436,1409.0,122.34,3505.914,1071.626,72.159,3564.63,1042.522
09,3116,78,2321.644,2209.0,160.996,1709.335,305.6,25.082,1822.443,612.309
09,31161,78,2321.644,2209.0,160.996,1709.335,305.6,25.082,1822.443,612.309
09,311612,10,592.242,222.0,20.362,458.43,26.431,2.911,522.494,133.812
09,311613,46,1285.0,1738.0,117.908,923.831,254.007,19.785,965.918,361.169
09,3118,9194,29114.711,40632.0,2353.868,16964.314,5396.34,424.173,17100.563,12150.397
09,31181,2870,16984.832,21663.0,1685.19,7819.371,3229.626,257.559,7898.826,9165.461
09,311811,13,12126.296,3725.0,906.036,4958.261,1176.097,60.831,4985.998,7168.035
09,311812,2857,4858.536,17938.0,779.154,2861.11,2053.529,196.728,2912.828,1997.426
09,31183,6274,4571.31,12996.0,369.805,2577.191,869.732,75.715,2590.611,1994.119
09,3119,390,32855.175,6723.0,495.752,9764.815,5136.028,364.382,10353.316,23090.36
09,31192,23,209.85,771.0,32.061,161.583,60.779,6.925,163.289,48.267
09,312,2056,27660.728,12308.0,1282.633,12871.502,13784.58,816.186,15171.844,14789.226
09,3121,2049,27658.962,12268.0,1282.496,12860.979,13765.301,815.388,15161.231,14797.983
09,31211,2030,16962.464,10616.0,644.517,7651.46,3501.637,220.851,7750.321,9311.004
09,325,655,107496.242,58073.0,10771.646,84724.741,33094.114,2230.705,99555.724,22771.501
09,3254,212,56810.845,33885.0,7086.859,44742.368,14475.226,1124.756,49474.503,12068.477
09,327,493,6073.504,8304.0,587.418,5408.511,9676.019,529.06,5821.804,664.993
09,3273,152,2559.037,3611.0,177.188,2395.204,6928.434,377.056,2491.645,163.833
