502846902	10060	11.73	11.73	0	1	0	-1	2	1
917896204	10061	24.45	24.45	0	5	0	-1	5	1
917896204	10051	34.23	34.23	0	5	0	-1	5	1
502756102	10028	77.28	77.28	0	5	0	-1	5	1
917896204	10020	293.47	293.47	0	6	0	-1	5	1
1261334517	10025	342.39	342.39	0	5	0	-1	5	1
917896204	10019	352.17	352.17	0	0	0	-1	5	1
914879203	10065	391.3	391.3	0	6	0	-1	5	1
917896204	10033	489.13	489.13	0	5	0	-1	5	1
917896204	10043	1173.91	1173.91	0	0	0	-1	5	1
917896204	10035	8608.69	8608.69	0	5	0	-1	5	1
916440702	10071	23478.26	23478.26	0	0	0	-1	5	1
919822303	10016	78.26	78.26	0	0	0	-1	7	1
1204469710	10017	635.86	635.86	0	0	0	-1	7	1
905509101	10029	59.67	59.67	0	5	0	-1	9	1
905509101	10035	215.21	215.21	0	5	0	-1	9	1
905509101	10016	440.21	440.21	0	0	0	-1	9	1
460185115	10050	4.89	4.89	0	5	0	-1	0	1
506340919	10050	4.89	4.89	0	6	0	-1	0	1
1002854504	10053	4.89	4.89	0	5	0	-1	0	1
914879205	10053	7.82	7.82	0	5	0	-1	0	1
1002245501	10045	7.82	7.82	0	5	0	-1	0	1
401352102	10044	8.8	8.8	0	4	0	-1	0	1
1002277404	10060	8.8	8.8	0	5	0	-1	0	1
301095205	10026	9.78	9.78	0	6	0	-1	0	1
1001827701	10050	9.78	9.78	0	5	0	-1	0	1
1002300701	10029	9.78	9.78	0	5	0	-1	0	1
1300078804	10061	9.78	9.78	0	5	0	-1	0	1
1002210904	10046	11.73	11.73	0	4	0	-1	0	1
905085801	10061	14.67	14.67	0	4	0	-1	0	1
1001787405	10030	14.67	14.67	0	5	0	-1	0	1
1161444209	10053	14.67	14.67	0	5	0	-1	0	1
601530319	10020	16.63	16.63	0	5	0	-1	0	1
601530319	10035	16.63	16.63	0	5	0	-1	0	1
1001787405	10035	17.6	17.6	0	5	0	-1	0	1
300049905	10060	19.56	19.56	0	5	0	-1	0	1
905085805	10026	19.56	19.56	0	1	0	-1	0	1
913917101	10053	19.56	19.56	0	5	0	-1	0	1
914879202	10044	19.56	19.56	0	5	0	-1	0	1
1000408202	10053	19.56	19.56	0	5	0	-1	0	1
1001827701	10023	19.56	19.56	0	5	0	-1	0	1
1001827701	10049	19.56	19.56	0	5	0	-1	0	1
200057205	10059	21.52	21.52	0	5	0	-1	0	1
601188502	10033	21.52	21.52	0	5	0	-1	0	1
1000313302	10024	21.52	21.52	0	5	0	-1	0	1
1161444913	10050	23.47	23.47	0	4	0	-1	0	1
204313104	10031	24.45	24.45	0	5	0	-1	0	1
805813303	10053	24.45	24.45	0	5	0	-1	0	1
1261679718	10045	24.45	24.45	0	5	0	-1	0	1
301257920	10021	26.41	26.41	0	5	0	-1	0	1
301112811	10045	27.39	27.39	0	6	0	-1	0	1
1260446808	10047	27.39	27.39	0	5	0	-1	0	1
1300086704	10053	27.39	27.39	0	6	0	-1	0	1
201939702	10045	29.34	29.34	0	5	0	-1	0	1
205440205	10053	29.34	29.34	0	5	0	-1	0	1
207185216	10045	29.34	29.34	0	5	0	-1	0	1
805296801	10030	29.34	29.34	0	5	0	-1	0	1
901863503	10053	29.34	29.34	0	5	0	-1	0	1
903939404	10051	29.34	29.34	0	5	0	-1	0	1
915859901	10063	29.34	29.34	0	1	0	-1	0	1
1000447503	10028	29.34	29.34	0	5	0	-1	0	1
1001503701	10027	29.34	29.34	0	5	0	-1	0	1
1001554804	10025	29.34	29.34	0	5	0	-1	0	1
1001730501	10022	29.34	29.34	0	5	0	-1	0	1
1002245504	10065	29.34	29.34	0	6	0	-1	0	1
1060102303	10027	29.34	29.34	0	3	0	-1	0	1
1060607615	10055	29.34	29.34	0	5	0	-1	0	1
1261290809	10045	29.34	29.34	0	4	0	-1	0	1
1002277404	10025	33.26	33.26	0	5	0	-1	0	1
102285205	10044	34.23	34.23	0	5	0	-1	0	1
207712519	10045	34.23	34.23	0	5	0	-1	0	1
360049519	10045	34.23	34.23	0	5	0	-1	0	1
915732503	10048	34.23	34.23	0	5	0	-1	0	1
915859901	10024	34.23	34.23	0	5	0	-1	0	1
1001211201	10029	34.23	34.23	0	5	0	-1	0	1
1261225304	10021	34.23	34.23	0	17	0	-1	0	1
205616103	10053	35.21	35.21	0	5	0	-1	0	1
205616103	10060	35.21	35.21	0	5	0	-1	0	1
915732504	10045	35.21	35.21	0	5	0	-1	0	1
915859901	10026	36.19	36.19	0	5	0	-1	0	1
1260446807	10045	36.19	36.19	0	4	0	-1	0	1
905085805	10020	39.13	39.13	0	5	0	-1	0	1
905509105	10059	39.13	39.13	0	5	0	-1	0	1
1001625904	10021	39.13	39.13	0	5	0	-1	0	1
1001827705	10048	39.13	39.13	0	5	0	-1	0	1
1002210901	10048	39.13	39.13	0	5	0	-1	0	1
1060102304	10030	39.13	39.13	0	5	0	-1	0	1
1260446808	10048	39.13	39.13	0	5	0	-1	0	1
1261679718	10028	39.13	39.13	0	5	0	-1	0	1
1001211202	10021	41.08	41.08	0	5	0	-1	0	1
1001211202	10030	41.08	41.08	0	5	0	-1	0	1
915859901	10021	42.06	42.06	0	5	0	-1	0	1
916445102	10061	42.06	42.06	0	5	0	-1	0	1
906047301	10021	44.02	44.02	0	5	0	-1	0	1
1002245505	10056	44.02	44.02	0	5	0	-1	0	1
1260843801	10044	44.02	44.02	0	5	0	-1	0	1
1260843804	10045	44.02	44.02	0	1	0	-1	0	1
1261679718	10049	44.02	44.02	0	5	0	-1	0	1
915732503	10045	44.99	44.99	0	6	0	-1	0	1
1300078803	10053	46.95	46.95	0	5	0	-1	0	1
200057205	10020	48.91	48.91	0	5	0	-1	0	1
200057205	10026	48.91	48.91	0	5	0	-1	0	1
203151402	10026	48.91	48.91	0	5	0	-1	0	1
207283102	10060	48.91	48.91	0	5	0	-1	0	1
300049905	10061	48.91	48.91	0	5	0	-1	0	1
300115805	10053	48.91	48.91	0	5	0	-1	0	1
301222211	10055	48.91	48.91	0	5	0	-1	0	1
905085801	10026	48.91	48.91	0	5	0	-1	0	1
905085805	10028	48.91	48.91	0	1	0	-1	0	1
1000301404	10053	48.91	48.91	0	5	0	-1	0	1
1000301405	10045	48.91	48.91	0	5	0	-1	0	1
1001004402	10053	48.91	48.91	0	1	0	-1	0	1
1001730501	10025	48.91	48.91	0	5	0	-1	0	1
1001730501	10029	48.91	48.91	0	5	0	-1	0	1
1001787405	10028	48.91	48.91	0	5	0	-1	0	1
1002245503	10047	48.91	48.91	0	5	0	-1	0	1
1002854502	10045	48.91	48.91	0	5	0	-1	0	1
1300199605	10044	48.91	48.91	0	5	0	-1	0	1
506691904	10056	50.86	50.86	0	5	0	-1	0	1
803061605	10020	52.82	52.82	0	5	0	-1	0	1
1001376405	10044	53.8	53.8	0	5	0	-1	0	1
1105507605	10021	53.8	53.8	0	5	0	-1	0	1
1107934808	10048	53.8	53.8	0	5	0	-1	0	1
1261679718	10026	53.8	53.8	0	5	0	-1	0	1
360049518	10020	55.76	55.76	0	1	0	-1	0	1
1000297601	10061	56.73	56.73	0	5	0	-1	0	1
206769202	10024	58.69	58.69	0	5	0	-1	0	1
207185216	10044	58.69	58.69	0	5	0	-1	0	1
207712519	10048	58.69	58.69	0	5	0	-1	0	1
207838118	10044	58.69	58.69	0	5	0	-1	0	1
300384901	10021	58.69	58.69	0	5	0	-1	0	1
300384901	10024	58.69	58.69	0	5	0	-1	0	1
300394105	10031	58.69	58.69	0	5	0	-1	0	1
301352102	10035	58.69	58.69	0	5	0	-1	0	1
360049208	10021	58.69	58.69	0	5	0	-1	0	1
360049208	10029	58.69	58.69	0	5	0	-1	0	1
506691815	10028	58.69	58.69	0	5	0	-1	0	1
801747403	10045	58.69	58.69	0	5	0	-1	0	1
906047304	10031	58.69	58.69	0	5	0	-1	0	1
915859901	10020	58.69	58.69	0	5	0	-1	0	1
1000261505	10025	58.69	58.69	0	5	0	-1	0	1
1001211201	10025	58.69	58.69	0	5	0	-1	0	1
1001211205	10029	58.69	58.69	0	5	0	-1	0	1
